LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	Value	Flag Codes
OECD	CCI	AMPLITUD	LTRENDIDX	M	1975-10	99.76283	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1975-11	99.97855	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1975-12	100.2489	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1976-01	100.4798	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1976-02	100.5916	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1976-03	100.6307	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1976-04	100.6645	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1976-05	100.7305	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1976-06	100.7944	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1976-07	100.8155	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1976-08	100.7688	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1976-09	100.691	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1976-10	100.6287	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1976-11	100.6214	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1976-12	100.6547	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1977-01	100.7046	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1977-02	100.7385	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1977-03	100.7447	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1977-04	100.7298	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1977-05	100.718	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1977-06	100.7454	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1977-07	100.7922	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1977-08	100.8279	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1977-09	100.8555	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1977-10	100.8854	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1977-11	100.9195	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1977-12	100.9553	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1978-01	100.9722	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1978-02	100.9447	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1978-03	100.8777	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1978-04	100.87	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1978-05	100.8868	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1978-06	100.8822	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1978-07	100.886	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1978-08	100.8599	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1978-09	100.8419	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1978-10	100.7355	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1978-11	100.5202	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1978-12	100.308	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1979-01	100.2613	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1979-02	100.2539	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1979-03	100.1834	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1979-04	100.0992	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1979-05	100.008	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1979-06	99.84953	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1979-07	99.69007	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1979-08	99.6277	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1979-09	99.56756	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1979-10	99.44241	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1979-11	99.33448	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1979-12	99.24162	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1980-01	99.16651	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1980-02	98.99323	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1980-03	98.7047	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1980-04	98.50047	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1980-05	98.47849	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1980-06	98.63578	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1980-07	98.87749	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1980-08	99.16384	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1980-09	99.39345	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1980-10	99.46326	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1980-11	99.35146	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1980-12	99.13078	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1981-01	99.01609	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1981-02	98.90402	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1981-03	98.87035	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1981-04	98.95309	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1981-05	99.0463	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1981-06	99.03698	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1981-07	99.0024	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1981-08	98.94901	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1981-09	98.83723	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1981-10	98.68391	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1981-11	98.55994	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1981-12	98.58611	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1982-01	98.69596	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1982-02	98.71083	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1982-03	98.71964	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1982-04	98.79486	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1982-05	98.82664	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1982-06	98.77745	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1982-07	98.69168	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1982-08	98.66486	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1982-09	98.71729	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1982-10	98.80677	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1982-11	98.86667	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1982-12	98.93775	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1983-01	99.10453	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1983-02	99.42016	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1983-03	99.8361	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1983-04	100.2021	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1983-05	100.4088	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1983-06	100.4727	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1983-07	100.4732	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1983-08	100.4448	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1983-09	100.4233	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1983-10	100.4616	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1983-11	100.5989	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1983-12	100.7922	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1984-01	100.954	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1984-02	100.9872	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1984-03	100.9522	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1984-04	100.8576	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1984-05	100.7896	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1984-06	100.7569	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1984-07	100.8123	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1984-08	100.9052	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1984-09	100.9617	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1984-10	100.927	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1984-11	100.874	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1984-12	100.7998	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1985-01	100.7126	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1985-02	100.6178	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1985-03	100.5753	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1985-04	100.5753	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1985-05	100.5862	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1985-06	100.6221	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1985-07	100.6201	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1985-08	100.5936	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1985-09	100.5749	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1985-10	100.5747	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1985-11	100.6365	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1985-12	100.7352	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1986-01	100.8265	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1986-02	100.8811	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1986-03	100.9299	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1986-04	100.9739	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1986-05	100.9922	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1986-06	100.9889	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1986-07	100.9127	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1986-08	100.8081	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1986-09	100.734	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1986-10	100.7131	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1986-11	100.6516	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1986-12	100.5827	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1987-01	100.5675	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1987-02	100.596	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1987-03	100.6549	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1987-04	100.7248	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1987-05	100.776	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1987-06	100.8401	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1987-07	100.8967	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1987-08	100.9015	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1987-09	100.8326	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1987-10	100.6894	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1987-11	100.5693	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1987-12	100.5983	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1988-01	100.7157	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1988-02	100.8278	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1988-03	100.9193	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1988-04	100.9744	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1988-05	101.0434	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1988-06	101.0937	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1988-07	101.1386	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1988-08	101.2086	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1988-09	101.2423	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1988-10	101.2283	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1988-11	101.2021	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1988-12	101.1864	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1989-01	101.1977	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1989-02	101.1289	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1989-03	101.0166	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1989-04	100.9155	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1989-05	100.8731	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1989-06	100.8852	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1989-07	100.9382	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1989-08	100.9879	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1989-09	101.0364	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1989-10	100.992	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1989-11	100.9194	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1989-12	100.8838	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1990-01	100.8624	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1990-02	100.8102	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1990-03	100.8068	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1990-04	100.8262	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1990-05	100.7745	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1990-06	100.6471	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1990-07	100.417	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1990-08	100.011	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1990-09	99.57729	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1990-10	99.27086	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1990-11	99.16385	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1990-12	99.18665	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1991-01	99.28452	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1991-02	99.52307	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1991-03	99.85903	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1991-04	99.9741	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1991-05	99.96503	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1991-06	99.94788	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1991-07	99.91162	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1991-08	99.8728	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1991-09	99.80869	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1991-10	99.61126	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1991-11	99.34313	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1991-12	99.16318	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1992-01	99.12542	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1992-02	99.21721	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1992-03	99.38309	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1992-04	99.50473	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1992-05	99.53696	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1992-06	99.45534	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1992-07	99.27766	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1992-08	99.08183	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1992-09	98.91286	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1992-10	98.8451	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1992-11	98.95403	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1992-12	99.08498	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1993-01	99.14478	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1993-02	99.13647	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1993-03	99.1273	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1993-04	99.12181	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1993-05	99.04984	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1993-06	98.92774	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1993-07	98.80501	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1993-08	98.75043	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1993-09	98.76724	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1993-10	98.85941	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1993-11	99.03513	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1993-12	99.34628	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1994-01	99.6719	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1994-02	99.88393	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1994-03	100.0326	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1994-04	100.1954	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1994-05	100.3588	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1994-06	100.4871	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1994-07	100.5702	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1994-08	100.6689	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1994-09	100.7522	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1994-10	100.7938	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1994-11	100.7953	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1994-12	100.7981	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1995-01	100.781	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1995-02	100.6764	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1995-03	100.5507	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1995-04	100.4961	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1995-05	100.51	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1995-06	100.5866	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1995-07	100.6403	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1995-08	100.6062	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1995-09	100.4663	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1995-10	100.354	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1995-11	100.2786	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1995-12	100.2486	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1996-01	100.2314	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1996-02	100.2424	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1996-03	100.289	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1996-04	100.2949	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1996-05	100.2854	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1996-06	100.314	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1996-07	100.352	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1996-08	100.383	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1996-09	100.3977	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1996-10	100.4077	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1996-11	100.3911	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1996-12	100.3516	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1997-01	100.3671	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1997-02	100.4468	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1997-03	100.5641	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1997-04	100.7076	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1997-05	100.8624	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1997-06	100.9995	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1997-07	101.0874	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1997-08	101.0945	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1997-09	101.0807	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1997-10	101.0454	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1997-11	101.0108	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1997-12	100.9918	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1998-01	101.0647	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1998-02	101.1561	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1998-03	101.2011	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1998-04	101.2294	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1998-05	101.2027	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1998-06	101.1328	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1998-07	101.0493	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1998-08	100.9364	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1998-09	100.8408	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1998-10	100.8256	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1998-11	100.9324	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1998-12	101.0564	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1999-01	101.2267	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1999-02	101.3433	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1999-03	101.347	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1999-04	101.3198	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1999-05	101.3355	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1999-06	101.3614	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1999-07	101.3777	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1999-08	101.3919	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1999-09	101.4313	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1999-10	101.4825	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1999-11	101.5783	
OECD	CCI	AMPLITUD	LTRENDIDX	M	1999-12	101.6946	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2000-01	101.823	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2000-02	101.8548	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2000-03	101.8372	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2000-04	101.8514	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2000-05	101.8698	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2000-06	101.8583	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2000-07	101.8579	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2000-08	101.8091	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2000-09	101.6904	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2000-10	101.5796	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2000-11	101.4284	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2000-12	101.2017	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2001-01	100.9945	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2001-02	100.8436	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2001-03	100.7751	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2001-04	100.7376	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2001-05	100.7192	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2001-06	100.6717	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2001-07	100.5306	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2001-08	100.2815	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2001-09	99.9865	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2001-10	99.81835	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2001-11	99.84804	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2001-12	100.0385	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2002-01	100.2473	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2002-02	100.4262	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2002-03	100.59	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2002-04	100.6734	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2002-05	100.7009	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2002-06	100.6065	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2002-07	100.4461	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2002-08	100.292	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2002-09	100.1339	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2002-10	99.94929	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2002-11	99.82833	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2002-12	99.69902	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2003-01	99.52647	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2003-02	99.38237	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2003-03	99.39001	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2003-04	99.61787	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2003-05	99.86629	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2003-06	100.0051	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2003-07	100.0635	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2003-08	100.0654	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2003-09	100.072	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2003-10	100.1413	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2003-11	100.278	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2003-12	100.4297	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2004-01	100.5776	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2004-02	100.5711	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2004-03	100.5509	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2004-04	100.5393	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2004-05	100.5319	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2004-06	100.5838	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2004-07	100.6367	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2004-08	100.6271	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2004-09	100.5814	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2004-10	100.5556	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2004-11	100.598	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2004-12	100.681	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2005-01	100.7377	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2005-02	100.7047	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2005-03	100.5986	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2005-04	100.5029	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2005-05	100.4857	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2005-06	100.5312	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2005-07	100.4786	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2005-08	100.2553	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2005-09	100.0028	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2005-10	99.98362	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2005-11	100.2118	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2005-12	100.5176	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2006-01	100.7076	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2006-02	100.7343	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2006-03	100.6885	
OECD	CCI	AMPLITUD	LTRENDIDX	M	2006-04	100.5939	
